title,release_date,popularity,original_language,overview,genre_ids,adult,pathPoster
Poison,2023-09-29,11.682,en,"When a poisonous snake slithers onto an Englishman's stomach in India, his associate and a doctor race to save him.","[35, 53]",False,./posters/Poison_2023.jpg
Little Big Soldier,2010-02-14,12.627,zh,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five acres of land, and most importantly, honorable discharge from the army.","[28, 35, 12]",False,./posters/Little_Big_Soldier_2010.jpg
Reds,1981-12-25,9.724,en,"An account of the revolutionary years of the legendary American journalist John Reed, who shared his adventurous professional life with his radical commitment to the socialist revolution in Russia, his dream of spreading its principles among the members of the American working class, and his troubled romantic relationship with the writer Louise Bryant.","[18, 36, 10749]",False,./posters/Reds_1981.jpg
The Jacket,2005-03-04,14.408,en,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.","[18, 14, 9648, 878, 53]",False,./posters/The_Jacket_2005.jpg
Batman & Mr. Freeze: SubZero,1998-02-11,13.265,en,"When Mr. Freeze kidnaps Barbara Gordon, as an involuntary organ donor to save his dying wife, Batman and Robin must find her before the operation can begin.","[16, 28, 80]",False,./posters/Batman_&_Mr._Freeze:_SubZero_1998.jpg
Kids,1995-07-28,18.869,en,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.","[18, 80]",False,./posters/Kids_1995.jpg
Gomorrah,2008-05-16,9.993,it,"An inside look at Italy's modern-day crime families, the Camorra in Naples and Caserta. Based on a book by Roberto Saviano. Power, money and blood: these are the ""values"" that the residents of the Province of Naples and Caserta have to face every day. They hardly ever have a choice and are forced to obey the rules of the Camorra. Only a lucky few can even think of leading a normal life.","[18, 80]",False,./posters/Gomorrah_2008.jpg
Deepwater Horizon,2016-09-28,23.247,en,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.","[18, 28]",False,./posters/Deepwater_Horizon_2016.jpg
Highlander,1986-03-07,42.033,en,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,"[12, 28, 14]",False,./posters/Highlander_1986.jpg
Blood: The Last Vampire,2000-11-18,12.468,ja,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.","[16, 14, 27]",False,./posters/Blood:_The_Last_Vampire_2000.jpg
Babyteeth,2020-06-15,7.97,en,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,"[18, 35, 10749]",False,./posters/Babyteeth_2020.jpg
Coco Before Chanel,2009-04-22,12.514,fr,"Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.","[18, 36]",False,./posters/Coco_Before_Chanel_2009.jpg
Nixon,1995-12-22,12.233,en,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,"[18, 36]",False,./posters/Nixon_1995.jpg
Heartbreak Ridge,1986-12-05,12.793,en,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.","[10752, 18]",False,./posters/Heartbreak_Ridge_1986.jpg
Swingers,1996-10-18,15.558,en,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",[35],False,./posters/Swingers_1996.jpg
Now and Then,1995-10-20,12.034,en,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.","[35, 18, 10749]",False,./posters/Now_and_Then_1995.jpg
The One I Love,2014-08-08,9.094,en,"Ethan and Sophie are a married couple on the brink of separation when, at the urging of their therapist, they decide to salvage their relationship by escaping to a beautiful vacation house for the weekend.","[10749, 35, 18]",False,./posters/The_One_I_Love_2014.jpg
Small Fry,2011-11-23,14.45,en,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,"[16, 10751, 35]",False,./posters/Small_Fry_2011.jpg
Perfect Sense,2011-09-29,10.971,en,"In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook.","[18, 878, 10749]",False,./posters/Perfect_Sense_2011.jpg
AKA,2023-04-28,27.962,fr,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.,[28],False,./posters/AKA_2023.jpg
Civil War,2024-04-10,143.574,en,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.","[10752, 28, 18]",False,./posters/Civil_War_2024.jpg
Frank,2014-05-09,10.731,en,A young wannabe musician discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.,"[35, 18, 9648]",False,./posters/Frank_2014.jpg
The Hand that Rocks the Cradle,1992-01-10,17.524,en,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.","[18, 53]",False,./posters/The_Hand_that_Rocks_the_Cradle_1992.jpg
The Dig,2021-01-14,10.679,en,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎.","[18, 36]",False,./posters/The_Dig_2021.jpg
Rocky Balboa,2006-12-20,29.242,en,"His wife is dead and his son hates him, but this old man still has fight in him!  When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger, and thirty years his junior.",[18],False,./posters/Rocky_Balboa_2006.jpg
UFO,2018-09-04,9.878,en,"A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind.","[878, 28, 53]",False,./posters/UFO_2018.jpg
Mulan,2020-09-04,34.505,en,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.","[12, 14, 28, 10751]",False,./posters/Mulan_2020.jpg
The Pit and the Pendulum,1961-08-23,12.193,en,"In the sixteenth century, Francis Barnard travels to Spain to clarify the strange circumstances of his sister's death after she had married the son of a cruel Spanish Inquisitor.","[27, 9648]",False,./posters/The_Pit_and_the_Pendulum_1961.jpg
Hard Eight,1996-05-15,8.293,en,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,"[18, 80]",False,./posters/Hard_Eight_1996.jpg
Boss Level,2021-02-19,23.58,en,"A former special forces agent is trapped in a time loop and relives his death over and over again. To escape the terrible situation, he must track down those responsible and stop them.","[28, 878, 53]",False,./posters/Boss_Level_2021.jpg
The Railway Man,2013-12-02,6.844,en,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.","[18, 36]",False,./posters/The_Railway_Man_2013.jpg
